url,clubs,live_name,source_name,source_cell,source_price,source_number_format,source_xml_value,live_prices,classification,match_basis,catalog_active_purchases,catalog_total_purchases
https://fitnes-imperiya.fitbase.io/services/update?id=48,,Утеря манжеты,Утеря манжеты,B50,1000,General,1000,0.0,zero,exact_name,0,1
https://fitnes-imperiya.fitbase.io/services/update?id=49,,Утеря номерка от гардероба,Утеря номерка от гардероба,B42,200,General,200,0.0,zero,exact_name,0,4
https://fitnes-imperiya.fitbase.io/services/update?id=166,,Гостевой визит,,,,,,0.0,unmatched_name,,0,0
https://fitnes-imperiya.fitbase.io/services/update?id=168,,Заморозка абонемента 14 дней,Заморозка абонемента 14 дней,B18,600,General,600,0.0,zero,exact_name,0,3
https://fitnes-imperiya.fitbase.io/services/update?id=169,,Заморозка абонемента 90 дней,Заморозка абонемента 90 дней,B19,2300,General,2300,0.0,zero,exact_name,0,3
https://fitnes-imperiya.fitbase.io/services/update?id=50,,Step-1 разовое посещение без клубной карты,Step-1 разовое посещение без клубной карты,B3,300,General,300,300.0,equal,exact_name,0,0
https://fitnes-imperiya.fitbase.io/services/update?id=51,,Йога (персональная тренировка) 12 пос. (группа до 4 человек),Йога (персональная тренировка) 12 пос. (группа до 4 человек),B4,0,General,0,0.0,equal,exact_name,0,0
https://fitnes-imperiya.fitbase.io/services/update?id=52,,Йога (персональная тренировка) 12 пос. VIP (1 человек),Йога (персональная тренировка) 12 пос. VIP (1 человек),B5,0,General,0,0.0,equal,exact_name,0,0
https://fitnes-imperiya.fitbase.io/services/update?id=53,,Йога (персональная тренировка) 8 пос. (группа до 4 человек),Йога (персональная тренировка) 8 пос. (группа до 4 человек),B6,0,General,0,0.0,equal,exact_name,0,0
https://fitnes-imperiya.fitbase.io/services/update?id=54,,Йога (персональная тренировка) 8 пос. VIP (1 человек),Йога (персональная тренировка) 8 пос. VIP (1 человек),B7,0,General,0,0.0,equal,exact_name,0,0
https://fitnes-imperiya.fitbase.io/services/update?id=55,,Йога в гамаках(при наличии клубной карты),Йога в гамаках(при наличии клубной карты),B8,400,General,400,400.0,equal,exact_name,0,0
https://fitnes-imperiya.fitbase.io/services/update?id=56,,Сайкл для начинающих без клубной карты,Сайкл для начинающих без клубной карты,B9,0,General,0,0.0,equal,exact_name,0,0
https://fitnes-imperiya.fitbase.io/services/update?id=57,,Сайкл для начинающих при наличии клубной карты,Сайкл для начинающих при наличии клубной карты,B10,300,General,300,300.0,equal,exact_name,0,0
https://fitnes-imperiya.fitbase.io/services/update?id=58,,Сайкл разовое без клубной карты,Сайкл разовое без клубной карты,B11,1100,General,1100,1100.0,equal,exact_name,0,0
https://fitnes-imperiya.fitbase.io/services/update?id=59,,Сайкл разовое при наличии клубной карты,Сайкл разовое при наличии клубной карты,B12,300,General,300,300.0,equal,exact_name,0,0
https://fitnes-imperiya.fitbase.io/services/update?id=60,,Стрип-пластика,Стрип-пластика,B13,4500,General,4500,4500.0,equal,exact_name,0,0
https://fitnes-imperiya.fitbase.io/services/update?id=61,,Пакет 10 (персональные тренировки),Пакет 10 (персональные тренировки),B22,6000,General,6000,6000.0,equal,exact_name,0,0
https://fitnes-imperiya.fitbase.io/services/update?id=62,,Пакет 10 ВИП (персональные тренировки),Пакет 10 ВИП (персональные тренировки),B23,0,General,0,0.0,equal,exact_name,0,0
https://fitnes-imperiya.fitbase.io/services/update?id=63,,Пакет 12 (персональные тренировки),Пакет 12 (персональные тренировки),B24,6000,General,6000,6000.0,equal,exact_name,6,61
https://fitnes-imperiya.fitbase.io/services/update?id=64,,Пакет 12 ВИП (персональные тренировки),Пакет 12 ВИП (персональные тренировки),B25,9500,General,9500,9500.0,equal,exact_name,0,0
https://fitnes-imperiya.fitbase.io/services/update?id=65,,Пакет 4 (персональные тренировки),Пакет 4 (персональные тренировки),B26,0,General,0,0.0,equal,exact_name,0,0
