product_ref,product_code,product_name,product_name_norm,observed_clients,observed_sale_rows,observed_subscription_rows,min_duration_days,max_duration_days,avg_duration_days,is_full_subscription_candidate,is_trial_or_guest_candidate,product_class,classification_reason,needs_manual_review
B05D000C29D830FD11F00BFE1D62EE40,00000001590,"Абонемент УЛЬТРА 12 месяцев (акция 6 мес. в подарок) Ровио,3","абонемент ультра 12 месяцев (акция 6 мес. в подарок) ровио,3",11,11,11,228,551,501.000000,1,0,full_subscription,full keyword + duration >= 30 + no trial/exclude keyword,0
AC0CA4BF01266AD411EC2517AEDD80BB,00000000413,Абонемент УЛЬТРА 6 месяцев СПЕЦПРЕДЛОЖЕНИЕ,абонемент ультра 6 месяцев спецпредложение,11,11,11,180,332,196.181818,1,0,full_subscription,full keyword + duration >= 30 + no trial/exclude keyword,0
AFC6000C29D830FD11EF9824D2374455,00000001477,УЛЬТРА 6 месяцев + 3 месяца в подарок,ультра 6 месяцев + 3 месяца в подарок,11,11,11,78,273,255.272727,1,0,full_subscription,full keyword + duration >= 30 + no trial/exclude keyword,0
AA9EA4BF01266AD311E8D82589232D62,00000000082,Абонемент МУЛЬТИКАРТА 12 месяцев,абонемент мультикарта 12 месяцев,10819,15430,15430,-6765,8845,443.971160,1,0,full_subscription,full keyword + duration >= 30 + no trial/exclude keyword,0
B16E000C29D830FD11F0D5A9A2A8137B,00000001693,Абонемент МУЛЬТИКАРТА 12 месяцев + подарок (Спецпредложение),абонемент мультикарта 12 месяцев + подарок (спецпредложение),1040,1084,1084,1,9175,463.186346,1,0,full_subscription,full keyword + duration >= 30 + no trial/exclude keyword,0
B171000C29D830FD11F0D728F244887F,00000001694,Абонемент УЛЬТРА 12 месяцев ,абонемент ультра 12 месяцев,104,105,105,1,486,425.552380,1,0,full_subscription,full keyword + duration >= 30 + no trial/exclude keyword,0
ACDFA4BF01266AD411ED74A521E19145,00000000884,Мультикарта на 3 месяца,мультикарта на 3 месяца,10,10,10,90,92,90.700000,1,0,full_subscription,full keyword + duration >= 30 + no trial/exclude keyword,0
AE53000C29D830FD11EE83BA08AF427A,00000001235,"Холодные 13 900,00 МУЛЬТИ 24 месяца","холодные 13 900,00 мульти 24 месяца",10,10,10,731,780,735.900000,1,0,full_subscription,full keyword + duration >= 30 + no trial/exclude keyword,0
ADBD000C29D830FD11EE1101B895B72F,00000001128,Абонемент в солярий на 80 минут,абонемент в солярий на 80 минут,1,2,2,28,62,45.000000,1,0,full_subscription,full keyword + duration >= 30 + no trial/exclude keyword,0
B21C000C29D830FD11F156779FB32F41,00000001745,Абонемент МУЛЬТИКАРТА 15 месяцев (подарок),абонемент мультикарта 15 месяцев (подарок),1,1,1,450,450,450.000000,1,0,full_subscription,full keyword + duration >= 30 + no trial/exclude keyword,0
